"ID";"post_title";"meta_value"
"8424";"Pulsera Promocional PVC con Broche";"RTM1210"
"8433";"Pulsera Promocional Fibra Sintética";"RTM1212"
"8445";"PULSERA PROMOCIONAL FORRADA";"RTM1213"
"8452";"Pulsera Promocional Acero Silicona";"RTM1214"
"8457";"Pulsera Promocional Juvenil PVC";"RTM1215"
"8463";"Bolso Promocional de Mano";"RTM1216"
"8471";"Bolso Promocional de PVC";"RTM1217"
"8476";"Bolso Promocional Poliéster Drako";"RTM1218"
"8484";"Bolso Promocional Poliéster Sendur";"RTM1219"
"8490";"Bolso Promocional Poliéster Ruedas";"RTM1220"
"8498";"Bolso de Poliéster Premium";"RTM1221"
"8507";"Lentes de Sol M Con Protección UV";"RTM1222"
"8516";"Lentes de Sol Z Con Protección UV";"RTM1223"
"8535";"Lentes de Sol W Con Protección UV";"RTM1224"
"8543";"Lentes de Sol A Con Protección UV";"RTM1225"
"8550";"Lentes de Sol L Con Protección UV";"RTM1226"
"8555";"Lentes de Sol Plegables Con Protección UV";"RTM1227"
"8564";"Lentes de Sol  B Con Protección UV";"RTM1228"
"8571";"Lentes de Sol N Con Protección UV";"RTM1229"
"8580";"Lentes de Sol Q Con Protección UV";"RTM1230"
"8585";"Lentes de Sol D Con Protección UV";"RTM1231"
"8593";"Lentes de Sol J Metal Protección UV";"RTM1232"
"8599";"Lentes de Sol Mágicos Protección UV";"RTM1233"
"8604";"Lentes de Sol Len Protección UV";"RTM1234"
"8611";"Lentes de Sol Tom Protección UV";"RTM1235"
"8619";"Lentes de Sol Redondos Protección UV";"RTM1236"
"8940";"Polera Manga Corta Poliéster Mujer";"RTM1237"
"8951";"Polera Manga Corta Mujer";"RTM1238"
"8958";"Porta Tarjeta Para Celular";"RTM1239"
"8999";"Bolsa para Supermercado Eco 35x36x26cm";"RTM1240"
"9014";"Bolsa para Supermercado Eco 37x48x26cm";"RTM1241"
"9033";"Set Asado 4 en 1";"RTM1242"
"9041";"Mochila Impermeable";"RTM1243"
"9073";"Pendrive Circular 8GB";"RTM1244"
"9078";"Pendrive Madera 8GB";"RTM1245"
"9092";"Pendrive Mini 8GB";"RTM1247"
"9099";"Pendrive Colgante 8GB";"RTM1248"
"9104";"Pendrive Mini 16GB";"RTM1250"
"9114";"Pendrive madera ovalado 16GB";"RTM1251"
"9116";"Pendrive Pulsera 16GB";"RTM1252"
"9125";"Pendrive Ecocuero 16GB";"RTM1253"
"9137";"Pendrive Goma 16GB";"RTM1254"
"9143";"Pendrive Tarjeta 16GB";"RTM1255"
"9149";"Pendrive Bambú 16GB";"RTM1256"
"9155";"Pendrive Giratorio 16GB";"RTM1257"
"9158";"Pendrive Ecocuero 8GB";"RTM1258"
"9163";"Power Bank Multifuncional 2600 Mah";"RTM1259"
"9170";"POWER BANK MULTIFUNCIONAL 2600 MAH (copia)";"RTM1259-1"
"9171";"Power Bank 4000 Mah";"RTM1260"
"9198";"Mug Plástico 350ml";"RTM1261"
"9208";"Delantal Set Parrillero";"RTM1262"
"9213";"Cuchillo Cerámica";"RTM1263"
"9229";"Descorchador Acero Inoxidable";"RTM1264"
"9233";"Set de bar simil cuero";"RTM1265"
"9239";"Guante de Cocina con Silicona";"RTM1266"
"9248";"Botella Plástica Tapa Rosca";"RTM1267"
"9253";"Set de Escritorio de Bambú";"RTM1268"
"9260";"Destapador Spinner";"RTM1269"
"9270";"Morral Poliéster con Cierre 34x44cm";"RTM1270"
"9298";"Botella Shake It";"RTM1271"
"9312";"Botella Aluminio 400ml Deportiva";"RTM1272"
"9334";"Mochila Ciclistas Led";"RTM1273"
"9400";"Posavasos Destapador";"RTM1274"
"9422";"Set Ajedrez y Bar";"RTM1275"
"9434";"Destapador Pala Encobrizado";"RTM1276"
"9564";"Tirabuzón Metálico Encobrizado";"RTM1277"
"9576";"Set Camping Metálico";"RTM1278"
"9585";"Maletín metálico 6 Personas";"RTM1279"
"9618";"Set de Herramientas Auto 19 piezas";"RTM1280"
"9658";"Lápiz Pasta de Bambú Misuri";"RTM1281"
"9763";"Tabla de Madera Mango Metálico";"RTM1282"
"9803";"Botella Aluminio Blanca 710ml";"RTM1283"
"9811";"Botella Plástica Splash 500cc";"RTM1284"
"9828";"Botella Plástica Bicicleta 700cc";"RTM1285"
"9831";"Gorro Lana con Bluetooth";"RTM1286"
"9854";"Audífonos Alta Fidelidad";"RTM1287"
"9869";"BOLSA COMPRAS PLEGABLE";"RTM1288"
"9883";"BOLSA COMPRAS CON TIRANTES";"RTM1289"
"9899";"Toalla Facial Microfibra en Bolso 31x31cm";"RTM1290"
"9911";"BOLSA DE COMPRAS PLEGABLE POLIÉSTER";"RTM1291"
"9916";"Audífonos con Micrófono Tubo";"RTM1292"
"9943";"Set de Especias";"RTM1293"
"9949";"KIT DE SIEMBRA";"RTM1294"
"9954";"BOTIQUÍN ECOLÓGICO";"RTM1295"
"9962";"Morral Cooler Poliéster 29,5X39CM";"RTM1296"
"9975";"Libreta con semilla";"RTM1297"
"10004";"Polera Manga Corta Cuello V Poliéster Hombre";"RTM1298"
"10015";"Polera Manga Corta Cuello Polo Poliéster Hombre";"RTM1299"
"10096";"Cooler de Poliéster 27x19x14cm";"RTM1300"
"10113";"Jockey Malla";"RTM1301"
"10129";"Jockey Algodón 5 paneles Frente Lisa";"RTM1302"
"10139";"Set Herramientas 22 piezas";"RTM1303"
"10146";"Set Herramientas Portable 19 piezas";"RTM1304"
"10152";"Libreta de Corcho";"RTM1305"
"10161";"Navaja Multipropósitos";"RTM1306"
"10168";"Llavero con Herramientas";"RTM1307"
"10178";"Manta Picnic De Polar";"RTM1308"
"10185";"Maletín Poliéster 600D";"RTM1309"
"10195";"LLAVERO RUNNER";"RTM1310"
"10210";"Lentes de Sol Protección UV";"RTM1311"
"10237";"Paletas de Playa";"RTM1312"
"10246";"Maleta Con Ruedas 360°";"RTM1313"
"10263";"Mug Cobre 550cc";"RTM1314"
"10269";"Mug Encobrizado Martillado 550cc";"RTM1315"
"10276";"Set 4 Mugs Encobrizados";"RTM1316"
"10283";"Audífonos Bluetooth";"RTM1317"
"10292";"Power Bank Aluminio 2200MaH";"RTM1318"
"10317";"Candado para Bicicleta";"RTM1319"
"10323";"CANDADO PARA BICICLETA (copia)";"RTM1320"
"10324";"Botella Deportiva Frutas";"RTM1321"
"10331";"Mini Carpa de Playa";"RTM1322"
"10350";"Bolsa Algodón 38x41cm";"RTM1323"
"10357";"Bolsa Yuco 38x40cm";"RTM1324"
"10362";"Bolsa Algodón Color 38x41cm";"RTM1325"
"10376";"Bolsa Algodón 39x39x19cm";"RTM1326"
"10389";"Bolsa Algodón 40x40x20cm";"RTM1327"
"10408";"Saco de Algodón 14x19cm";"RTM1328"
"10413";"Saco de Algodón 20x29cm";"RTM1329"
"10417";"Saco de Algodón 28x34cm";"RTM1330"
"10422";"Morral Algodón 38x41cm";"RTM1331"
"10425";"Bolsa de Algodón 39x39x19cm";"RTM1332"
"10430";"Bolsa Algodón 60x40x19cm";"RTM1333"
"10435";"Bolso de Algodón 50x25cm";"RTM1334"
"10437";"Bolsa de Algodón 23x30cm";"RTM1335"
"10442";"Bolsa de Algodón 38x44cm";"RTM1336"
"10451";"Bolsa de Algodón 47x38x18cm";"RTM1337"
"10458";"Botella para Batidos";"RTM1338"
"10464";"Mochila de Algodón 33x44cm";"RTM1339"
"10472";"Bolsa de Yuco 38x40cm";"RTM1340"
"10477";"Bolsa de Yute 35x40cm";"RTM1341"
"10480";"Bolsa de Yute 38x42cm";"RTM1342"
"10485";"Bolsa de Yute 38x40x20cm";"RTM1343"
"10489";"Bolsa de Yute 58x40x20cm";"RTM1344"
"10493";"Funda 1 botella negro";"RTM1345"
"10497";"Funda 1 botella crudo";"RTM1346"
"10503";"Funda 2 botellas negro";"RTM1347"
"10507";"Funda 2 botellas crudo";"RTM1348"
"10534";"Cuaderno de Corcho 80 hojas A5";"RTM1349"
"10539";"Cuaderno Bicolor PU 80 hojas";"RTM1350"
"10545";"Libreta de Tela Lino 9x14x1,3cm";"RTM1351"
"10550";"Libreta de Tela 14,7x21,1x1,3cm";"RTM1352"
"10551";"Libreta PU café 9x14x1,5cm";"RTM1353"
"10561";"Libreta PU café 14,7x21,1x1,5cm";"RTM1354"
"10573";"Power Bank 4000 MAH plástico";"RTM1355"
"10579";"Parlante bluetooth cuadrado";"RTM1356"
"10585";"Parlante bluetooth con colgante";"RTM1357"
"10592";"Set de manicura con estuche organizador";"RTM1358"
"10597";"Libreta de corcho y PU 80 hojas";"RTM1359"
"10603";"Bolígrafo metálico negro";"RTM1360"
"10641";"Bolígrafo Metálico Plata";"RTM1361"
"10700";"Morral Poliéster Deportes 34x41 cm";"RTM1362"
"10710";"Morral TNT Deportivo 33x42cm";"RTM1363"
"10732";"Cuaderno con Post it y Regla";"RTM1364"
"10795";"BOTELLA DE ALUMINIO 800 ml";"RTM1365"
"10802";"BOTELLA DEPORTIVA CON FUNDA 450ML";"RTM1366"
"10815";"BOTELLA DE ALUMINIO BLANCA 800 ml";"RTM1367"
"10819";"BOTELLA DEPORTIVA PLÁSTICA 670 ML";"RTM1368"
